epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
391,221051,1.67105,1.31447,1.6503,1.42872,0.65146,0.53134,0.57657,0.30803,0.63107,0.50722,0.55041,0.27451,1.71772,1.31279,1.47885,1.40635,0.000291618,0.000291618,0.000291618
392,221594,1.65983,1.31011,1.64128,1.42604,0.6532,0.53104,0.57659,0.30822,0.63317,0.50617,0.55084,0.2745,1.71756,1.31237,1.47764,1.40583,0.000289802,0.000289802,0.000289802
393,222136,1.66188,1.33216,1.64386,1.42731,0.65309,0.53185,0.5773,0.30867,0.6343,0.50734,0.55161,0.27502,1.71683,1.31196,1.47652,1.40566,0.000287985,0.000287985,0.000287985
394,222680,1.66011,1.30872,1.64235,1.42754,0.65542,0.53031,0.57761,0.30902,0.63409,0.50693,0.55195,0.27503,1.71737,1.3117,1.47695,1.40519,0.000286169,0.000286169,0.000286169
395,223222,1.65678,1.31151,1.63765,1.42867,0.65523,0.52967,0.57758,0.3093,0.6362,0.50506,0.55178,0.27526,1.7165,1.31168,1.47609,1.40446,0.000284353,0.000284353,0.000284353
396,223765,1.66405,1.31826,1.64298,1.42887,0.65594,0.52849,0.57846,0.3099,0.63586,0.50517,0.55237,0.27553,1.71625,1.31117,1.47551,1.40393,0.000282536,0.000282536,0.000282536
397,224307,1.66307,1.30884,1.63766,1.43,0.65524,0.52896,0.57864,0.31025,0.63605,0.50625,0.55396,0.27593,1.71639,1.3106,1.4749,1.40368,0.00028072,0.00028072,0.00028072
398,224849,1.66254,1.32219,1.63746,1.42658,0.65678,0.52758,0.57858,0.31044,0.63555,0.50423,0.55331,0.27582,1.71518,1.31052,1.47402,1.40278,0.000278904,0.000278904,0.000278904
399,225390,1.65818,1.31818,1.6423,1.4283,0.65763,0.52751,0.5789,0.31068,0.63728,0.5053,0.55455,0.27624,1.71513,1.30992,1.47436,1.40231,0.000277087,0.000277087,0.000277087
400,225933,1.65805,1.31163,1.63756,1.42144,0.65811,0.52819,0.57925,0.31073,0.64101,0.50513,0.55489,0.27622,1.71464,1.3098,1.4744,1.4019,0.000275271,0.000275271,0.000275271
401,226472,1.65617,1.30822,1.63309,1.42207,0.65967,0.52788,0.57965,0.31093,0.63979,0.50458,0.55486,0.27647,1.71402,1.30896,1.47319,1.40167,0.000273455,0.000273455,0.000273455
402,227015,1.66026,1.31466,1.63621,1.42256,0.65935,0.52763,0.58018,0.31126,0.64064,0.50495,0.55539,0.27647,1.71335,1.30899,1.47371,1.40119,0.000271638,0.000271638,0.000271638
403,227556,1.65292,1.30523,1.62179,1.42298,0.65856,0.52674,0.57972,0.31068,0.64206,0.50405,0.55523,0.27597,1.71303,1.30932,1.47351,1.40075,0.000269822,0.000269822,0.000269822
404,228098,1.66732,1.31681,1.63468,1.42889,0.65911,0.52797,0.58019,0.31098,0.64126,0.50455,0.55545,0.27613,1.71286,1.30944,1.47266,1.40037,0.000268005,0.000268005,0.000268005
405,228639,1.65667,1.3184,1.62834,1.41994,0.66154,0.52768,0.58078,0.31112,0.64088,0.50454,0.55634,0.27683,1.71293,1.30841,1.47348,1.40019,0.000266189,0.000266189,0.000266189
406,229181,1.64998,1.2969,1.63364,1.42538,0.66157,0.52851,0.58106,0.31158,0.64207,0.50261,0.5562,0.27668,1.71294,1.30826,1.47308,1.39991,0.000264373,0.000264373,0.000264373
407,229724,1.65517,1.30166,1.62512,1.42374,0.66247,0.52803,0.58174,0.31186,0.64199,0.50356,0.556,0.27688,1.71264,1.30817,1.47219,1.39943,0.000262556,0.000262556,0.000262556
408,230266,1.65841,1.30834,1.62435,1.42166,0.65933,0.52917,0.58177,0.31206,0.6434,0.5034,0.55706,0.27745,1.71314,1.30734,1.4727,1.39892,0.00026074,0.00026074,0.00026074
409,230806,1.65025,1.31563,1.62436,1.41828,0.66169,0.52851,0.58202,0.31204,0.63934,0.50561,0.55646,0.27767,1.71274,1.30798,1.47262,1.39813,0.000258924,0.000258924,0.000258924
410,231347,1.65762,1.30929,1.62149,1.42057,0.66281,0.52881,0.58265,0.31222,0.64267,0.50424,0.55722,0.27777,1.71206,1.30704,1.47156,1.39807,0.000257107,0.000257107,0.000257107
411,231888,1.65513,1.30349,1.61715,1.41932,0.66051,0.5292,0.58292,0.31248,0.64306,0.50379,0.55754,0.27815,1.71166,1.30653,1.47067,1.39813,0.000255291,0.000255291,0.000255291
412,232428,1.66088,1.31273,1.61548,1.42003,0.66285,0.5296,0.58403,0.31272,0.64562,0.50419,0.55797,0.27835,1.71161,1.30597,1.46964,1.39828,0.000253475,0.000253475,0.000253475
413,232969,1.64668,1.30966,1.60831,1.41759,0.66631,0.52936,0.58435,0.31296,0.643,0.5065,0.55847,0.27879,1.71133,1.30567,1.46877,1.39781,0.000251658,0.000251658,0.000251658
414,233510,1.65652,1.30261,1.62207,1.42039,0.66731,0.52868,0.58481,0.31314,0.64644,0.50327,0.55843,0.27834,1.7114,1.30492,1.46924,1.39759,0.000249842,0.000249842,0.000249842
415,234051,1.64745,1.2849,1.62028,1.41763,0.66597,0.52994,0.58461,0.31321,0.6453,0.50432,0.55892,0.27865,1.71105,1.30608,1.46828,1.39728,0.000248025,0.000248025,0.000248025
416,234594,1.65564,1.29274,1.61964,1.42343,0.66685,0.52809,0.58484,0.31357,0.64409,0.50574,0.55945,0.2788,1.71078,1.30519,1.46801,1.39705,0.000246209,0.000246209,0.000246209
417,235135,1.64284,1.31044,1.60602,1.4132,0.66787,0.52831,0.58524,0.3139,0.64618,0.50483,0.56017,0.27942,1.71031,1.30446,1.46677,1.39692,0.000244393,0.000244393,0.000244393
418,235675,1.64673,1.29504,1.61746,1.41736,0.66701,0.52765,0.585,0.31401,0.64254,0.50517,0.56021,0.27953,1.71019,1.30403,1.4664,1.39663,0.000242576,0.000242576,0.000242576
419,236218,1.65165,1.3228,1.61439,1.41683,0.66681,0.5275,0.5853,0.3143,0.64506,0.50573,0.5609,0.27978,1.70962,1.30289,1.4664,1.39632,0.00024076,0.00024076,0.00024076
420,236761,1.65405,1.31026,1.62025,1.41714,0.67013,0.52609,0.58586,0.31441,0.64887,0.50389,0.56137,0.27942,1.70933,1.30357,1.46599,1.3965,0.000238944,0.000238944,0.000238944
421,237303,1.64683,1.30026,1.61613,1.41246,0.67067,0.52504,0.5862,0.31482,0.64921,0.50372,0.56111,0.27984,1.70936,1.3034,1.4656,1.39655,0.000237127,0.000237127,0.000237127
422,237846,1.6423,1.31115,1.60601,1.41163,0.66854,0.52577,0.58626,0.31497,0.6466,0.5052,0.56128,0.27995,1.70952,1.30339,1.46431,1.39673,0.000235311,0.000235311,0.000235311
423,238388,1.64049,1.29695,1.60809,1.41211,0.66751,0.52784,0.58652,0.31538,0.64584,0.50593,0.56151,0.28051,1.70949,1.30365,1.46422,1.39601,0.000233495,0.000233495,0.000233495
424,238935,1.64232,1.31462,1.60701,1.41194,0.66534,0.52783,0.58671,0.31537,0.64615,0.50489,0.56142,0.28031,1.71018,1.30382,1.4644,1.39633,0.000231678,0.000231678,0.000231678
425,239489,1.64429,1.30771,1.61058,1.41266,0.66465,0.52955,0.58687,0.31575,0.64307,0.50723,0.56189,0.28062,1.70937,1.30376,1.4637,1.39565,0.000229862,0.000229862,0.000229862
426,240042,1.64431,1.31005,1.60298,1.41524,0.66608,0.52947,0.5873,0.31602,0.6442,0.50729,0.56179,0.28128,1.70978,1.3038,1.4625,1.39516,0.000228045,0.000228045,0.000228045
427,240584,1.64177,1.30681,1.60346,1.41318,0.66485,0.52766,0.58704,0.31613,0.64383,0.50631,0.56205,0.28087,1.70964,1.30338,1.46131,1.39525,0.000226229,0.000226229,0.000226229
428,241125,1.64288,1.29878,1.60852,1.41213,0.6633,0.53007,0.58664,0.31608,0.64407,0.50577,0.56231,0.28101,1.70959,1.30306,1.46133,1.39502,0.000224413,0.000224413,0.000224413
429,241672,1.63631,1.30764,1.5971,1.41109,0.66135,0.52981,0.58648,0.31651,0.64251,0.50732,0.56223,0.28089,1.70988,1.30288,1.46127,1.39487,0.000222596,0.000222596,0.000222596
430,242214,1.63679,1.28852,1.59724,1.4084,0.65896,0.53174,0.58667,0.31606,0.64081,0.50752,0.56233,0.28115,1.71026,1.30243,1.4604,1.39421,0.00022078,0.00022078,0.00022078
431,242757,1.64031,1.30228,1.60561,1.40841,0.66152,0.53007,0.5871,0.31607,0.64329,0.50589,0.56175,0.28103,1.70968,1.30254,1.46118,1.39381,0.000218964,0.000218964,0.000218964
432,243300,1.64758,1.31016,1.59847,1.40866,0.6618,0.53025,0.58724,0.31645,0.64088,0.50828,0.56271,0.28148,1.70969,1.30171,1.46067,1.39358,0.000217147,0.000217147,0.000217147
433,243847,1.64577,1.31003,1.60009,1.412,0.66125,0.53173,0.58771,0.31689,0.64102,0.50799,0.56213,0.28172,1.70954,1.3018,1.45876,1.39316,0.000215331,0.000215331,0.000215331
434,244389,1.63627,1.3034,1.58974,1.41052,0.6627,0.53112,0.58794,0.31714,0.64168,0.50793,0.56234,0.28202,1.70968,1.30221,1.45845,1.39326,0.000213515,0.000213515,0.000213515
435,244932,1.63292,1.29893,1.58481,1.40282,0.66374,0.52984,0.58808,0.31692,0.6427,0.50821,0.56249,0.28217,1.70928,1.30224,1.45863,1.39296,0.000211698,0.000211698,0.000211698
436,245474,1.63848,1.29551,1.59812,1.41066,0.66244,0.53239,0.58815,0.31723,0.64226,0.50749,0.56196,0.28201,1.70973,1.30242,1.45808,1.3933,0.000209882,0.000209882,0.000209882
437,246014,1.63647,1.30082,1.58571,1.40514,0.66508,0.53271,0.58849,0.31749,0.64245,0.50799,0.56228,0.2825,1.70968,1.30228,1.45772,1.3928,0.000208065,0.000208065,0.000208065
438,246553,1.63578,1.29043,1.58687,1.40348,0.66462,0.53343,0.58895,0.31768,0.64277,0.509,0.56248,0.28293,1.70928,1.30166,1.45649,1.39288,0.000206249,0.000206249,0.000206249
439,247094,1.63528,1.3009,1.58599,1.40423,0.66659,0.53408,0.58972,0.31808,0.64347,0.50844,0.56268,0.28372,1.70944,1.30157,1.45597,1.39273,0.000204433,0.000204433,0.000204433
440,247633,1.64087,1.30043,1.58886,1.40809,0.6651,0.53653,0.59028,0.31834,0.64525,0.50929,0.5631,0.28371,1.70866,1.30101,1.45472,1.39215,0.000202616,0.000202616,0.000202616
441,248170,1.63247,1.29539,1.58945,1.40577,0.66486,0.53644,0.59037,0.31856,0.64589,0.50882,0.56352,0.28365,1.70843,1.30076,1.45399,1.39154,0.0002008,0.0002008,0.0002008
442,248713,1.6321,1.30179,1.58286,1.40815,0.66844,0.53505,0.59047,0.31871,0.64629,0.50961,0.56419,0.28374,1.70876,1.30074,1.45354,1.39161,0.000198984,0.000198984,0.000198984
443,249253,1.63607,1.29302,1.58238,1.40398,0.67038,0.53388,0.59049,0.31896,0.6516,0.50759,0.56452,0.28374,1.70958,1.29968,1.45215,1.39153,0.000197167,0.000197167,0.000197167
444,249793,1.63451,1.29915,1.59044,1.40746,0.66881,0.53613,0.59089,0.31895,0.64806,0.50954,0.56445,0.28351,1.70978,1.2996,1.45239,1.39162,0.000195351,0.000195351,0.000195351
445,250334,1.62988,1.29844,1.56992,1.40411,0.66926,0.53701,0.59148,0.31932,0.64754,0.51064,0.5652,0.28363,1.70927,1.29896,1.45198,1.39128,0.000193535,0.000193535,0.000193535
446,250874,1.63401,1.30372,1.58347,1.40417,0.67322,0.53553,0.59181,0.3196,0.6491,0.51204,0.56494,0.28399,1.70961,1.29892,1.45125,1.39114,0.000191718,0.000191718,0.000191718
447,251414,1.63975,1.30013,1.58858,1.40891,0.6735,0.53551,0.59201,0.31963,0.64906,0.51201,0.56514,0.2837,1.70938,1.29923,1.451,1.39089,0.000189902,0.000189902,0.000189902
448,251954,1.63121,1.30205,1.57575,1.40297,0.67368,0.53521,0.59224,0.31971,0.65055,0.5106,0.56535,0.28346,1.70941,1.2991,1.44978,1.39061,0.000188085,0.000188085,0.000188085
449,252496,1.62833,1.30057,1.56748,1.40274,0.67183,0.53367,0.59206,0.31965,0.64954,0.50892,0.56537,0.28381,1.70908,1.29894,1.44872,1.39022,0.000186269,0.000186269,0.000186269
450,253035,1.62864,1.29441,1.56777,1.40431,0.67497,0.53324,0.59261,0.32001,0.64947,0.5105,0.56572,0.2841,1.70941,1.29813,1.44849,1.38959,0.000184453,0.000184453,0.000184453
451,253574,1.62992,1.29597,1.57293,1.40085,0.67475,0.5331,0.59295,0.32039,0.6522,0.51031,0.56615,0.28416,1.70877,1.2988,1.44702,1.38967,0.000182636,0.000182636,0.000182636
452,254115,1.62432,1.28437,1.56619,1.39706,0.6752,0.53245,0.59292,0.3203,0.65388,0.50781,0.56596,0.28406,1.70795,1.29826,1.44647,1.38976,0.00018082,0.00018082,0.00018082
453,254656,1.62656,1.2699,1.56244,1.39652,0.67479,0.53267,0.59327,0.32043,0.65219,0.50934,0.56587,0.28428,1.7077,1.29802,1.44609,1.38886,0.000179004,0.000179004,0.000179004
454,255197,1.62275,1.29167,1.57174,1.39783,0.6738,0.53407,0.59316,0.32071,0.65094,0.5104,0.56615,0.28435,1.7072,1.2976,1.44487,1.38818,0.000177187,0.000177187,0.000177187
455,255738,1.62115,1.29832,1.56731,1.39799,0.67394,0.53373,0.59312,0.32067,0.6507,0.5111,0.56661,0.28421,1.70645,1.2977,1.44427,1.38823,0.000175371,0.000175371,0.000175371
456,256278,1.62468,1.29217,1.57063,1.39666,0.67469,0.5335,0.59339,0.32123,0.65543,0.51021,0.56751,0.28477,1.70585,1.29744,1.44371,1.38774,0.000173555,0.000173555,0.000173555
457,256819,1.62314,1.29177,1.56181,1.39633,0.67618,0.53359,0.59409,0.3214,0.65445,0.51175,0.56843,0.28519,1.70573,1.2979,1.44316,1.38739,0.000171738,0.000171738,0.000171738
458,257358,1.62476,1.30181,1.55688,1.39467,0.67379,0.53559,0.59422,0.32145,0.65519,0.51165,0.56886,0.28503,1.70564,1.29601,1.44356,1.3871,0.000169922,0.000169922,0.000169922
459,257899,1.61735,1.29748,1.5586,1.3941,0.67691,0.53491,0.59456,0.3217,0.65451,0.51231,0.56864,0.28496,1.70609,1.2968,1.44222,1.38744,0.000168105,0.000168105,0.000168105
460,258441,1.61802,1.28465,1.55072,1.39375,0.67385,0.53658,0.59485,0.32185,0.65258,0.51413,0.56837,0.28514,1.70567,1.29608,1.44209,1.38709,0.000166289,0.000166289,0.000166289
461,258982,1.62757,1.28944,1.55601,1.39909,0.67205,0.53898,0.59544,0.32206,0.6539,0.51353,0.56883,0.28506,1.70599,1.2958,1.44256,1.38709,0.000164473,0.000164473,0.000164473
462,259524,1.61567,1.28606,1.55935,1.39404,0.67433,0.53881,0.59579,0.32217,0.6549,0.51422,0.56963,0.28505,1.70571,1.29588,1.44139,1.38685,0.000162656,0.000162656,0.000162656
463,260064,1.61425,1.27841,1.54941,1.38756,0.67163,0.5401,0.59587,0.32214,0.65022,0.51697,0.57015,0.28522,1.70607,1.29597,1.44062,1.3864,0.00016084,0.00016084,0.00016084
464,260608,1.61588,1.28269,1.55298,1.39085,0.6732,0.53889,0.59582,0.32258,0.65438,0.5154,0.57041,0.28505,1.70653,1.29557,1.43975,1.386,0.000159024,0.000159024,0.000159024
465,261148,1.61164,1.29592,1.55237,1.38865,0.67175,0.54035,0.59627,0.32286,0.65164,0.51701,0.5709,0.28544,1.70638,1.29516,1.43817,1.38545,0.000157207,0.000157207,0.000157207
466,261689,1.61755,1.29867,1.54669,1.39249,0.67205,0.53981,0.59636,0.3231,0.65014,0.51708,0.57057,0.28569,1.70608,1.29472,1.43817,1.38559,0.000155391,0.000155391,0.000155391
467,262230,1.61474,1.29273,1.5494,1.38813,0.67221,0.53999,0.59689,0.32309,0.65004,0.51703,0.57119,0.28612,1.70607,1.29463,1.43767,1.38479,0.000153575,0.000153575,0.000153575
468,262770,1.62399,1.28239,1.55846,1.39502,0.6745,0.53934,0.59671,0.32309,0.65201,0.51625,0.57139,0.28577,1.70541,1.29461,1.43601,1.38431,0.000151758,0.000151758,0.000151758
469,263310,1.61362,1.27519,1.5429,1.39174,0.67613,0.53718,0.59709,0.32325,0.65423,0.51397,0.57143,0.28596,1.70519,1.29419,1.43542,1.38367,0.000149942,0.000149942,0.000149942
470,263852,1.61205,1.29177,1.54494,1.38904,0.6735,0.54102,0.59746,0.32359,0.65357,0.51442,0.57204,0.28668,1.7048,1.29339,1.4345,1.38336,0.000148125,0.000148125,0.000148125
471,264391,1.61192,1.27523,1.55065,1.39005,0.67882,0.53692,0.59784,0.3238,0.6542,0.51614,0.57234,0.28669,1.70456,1.29307,1.43355,1.38306,0.000146309,0.000146309,0.000146309
472,264935,1.60847,1.27436,1.53539,1.38952,0.6747,0.54051,0.59805,0.32414,0.65373,0.51602,0.57276,0.287,1.70439,1.29286,1.43222,1.38319,0.000144493,0.000144493,0.000144493
473,265476,1.61008,1.28048,1.5355,1.38779,0.67765,0.53881,0.59842,0.32449,0.65672,0.51633,0.57329,0.28737,1.70489,1.29288,1.43245,1.38349,0.000142676,0.000142676,0.000142676
474,266017,1.60977,1.27591,1.53225,1.38878,0.67738,0.53881,0.59849,0.32425,0.65538,0.51641,0.57282,0.28691,1.70438,1.29275,1.43244,1.38322,0.00014086,0.00014086,0.00014086
475,266557,1.60392,1.27219,1.53624,1.38313,0.67781,0.5397,0.59874,0.32479,0.65466,0.51666,0.57299,0.28765,1.70328,1.29233,1.43145,1.38247,0.000139044,0.000139044,0.000139044
476,267099,1.60519,1.27368,1.53918,1.38831,0.67826,0.54063,0.59873,0.32498,0.65351,0.51766,0.57374,0.28812,1.70308,1.29154,1.4298,1.38266,0.000137227,0.000137227,0.000137227
477,267639,1.60566,1.27751,1.5347,1.3853,0.6785,0.54099,0.59905,0.32509,0.65376,0.51767,0.57346,0.28805,1.70273,1.29185,1.42973,1.38236,0.000135411,0.000135411,0.000135411
478,268178,1.60925,1.27866,1.52474,1.3878,0.67971,0.54049,0.59938,0.32522,0.65657,0.5164,0.57322,0.28783,1.70318,1.29317,1.42914,1.38235,0.000133595,0.000133595,0.000133595
479,268720,1.60608,1.28443,1.5326,1.38533,0.67837,0.54119,0.59996,0.32513,0.65449,0.51793,0.57416,0.28784,1.70282,1.29221,1.4287,1.38236,0.000131778,0.000131778,0.000131778
480,269260,1.60519,1.2756,1.52719,1.38395,0.68159,0.54004,0.60064,0.32532,0.65976,0.51485,0.57392,0.28807,1.70235,1.29199,1.42847,1.38192,0.000129962,0.000129962,0.000129962
481,269799,1.59605,1.27617,1.52198,1.37849,0.68148,0.54087,0.60088,0.32541,0.65986,0.5152,0.57428,0.28814,1.70305,1.29182,1.42843,1.38145,0.000128145,0.000128145,0.000128145
482,270344,1.59887,1.27703,1.52561,1.38078,0.68503,0.53849,0.60107,0.32557,0.66134,0.51574,0.57515,0.28857,1.70293,1.29121,1.42673,1.38138,0.000126329,0.000126329,0.000126329
483,270883,1.60128,1.28062,1.51935,1.38028,0.6849,0.53813,0.60108,0.32573,0.65936,0.51688,0.57522,0.28839,1.70289,1.29143,1.42661,1.38085,0.000124513,0.000124513,0.000124513
484,271486,1.60258,1.28916,1.5199,1.38267,0.68543,0.53944,0.60139,0.32601,0.65988,0.51912,0.57589,0.28879,1.70429,1.29112,1.42681,1.38103,0.000122696,0.000122696,0.000122696
485,272097,1.59842,1.27448,1.52975,1.37958,0.68283,0.5403,0.60159,0.32665,0.658,0.51996,0.5764,0.28925,1.70398,1.29078,1.42597,1.38055,0.00012088,0.00012088,0.00012088
486,272739,1.59921,1.2865,1.52539,1.3806,0.68071,0.54087,0.60159,0.32675,0.65823,0.51935,0.57653,0.28928,1.70406,1.29117,1.42569,1.38052,0.000119064,0.000119064,0.000119064
487,273371,1.59717,1.27679,1.5122,1.38041,0.68125,0.54165,0.60187,0.32676,0.65961,0.52045,0.57729,0.28953,1.70371,1.29056,1.42479,1.38053,0.000117247,0.000117247,0.000117247
488,273993,1.59587,1.26793,1.51142,1.37984,0.6813,0.54273,0.60212,0.32745,0.65673,0.52133,0.57775,0.29006,1.7036,1.29013,1.4235,1.38025,0.000115431,0.000115431,0.000115431
489,274607,1.58984,1.27557,1.51231,1.37313,0.67947,0.54293,0.60289,0.32753,0.65932,0.51872,0.57807,0.29046,1.70296,1.28997,1.42264,1.37969,0.000113615,0.000113615,0.000113615
490,275223,1.59788,1.28006,1.51672,1.37965,0.67979,0.54268,0.6027,0.32726,0.6554,0.51988,0.57836,0.29014,1.70291,1.28958,1.42307,1.37957,0.000111798,0.000111798,0.000111798
491,275826,1.59876,1.28854,1.51651,1.37708,0.67729,0.54487,0.60335,0.32756,0.65896,0.52009,0.57902,0.29071,1.70228,1.28943,1.42211,1.37934,0.000109982,0.000109982,0.000109982
492,276425,1.58847,1.2645,1.50466,1.37019,0.67681,0.54516,0.60348,0.32781,0.65599,0.52106,0.57874,0.29077,1.70207,1.28944,1.42123,1.37931,0.000108165,0.000108165,0.000108165
493,277024,1.59469,1.27877,1.50504,1.37604,0.68153,0.54325,0.60338,0.32783,0.65509,0.52336,0.57924,0.29125,1.70183,1.28918,1.42101,1.37863,0.000106349,0.000106349,0.000106349
494,277621,1.59673,1.26937,1.51626,1.3769,0.67615,0.54563,0.60362,0.32785,0.65796,0.52221,0.57953,0.29123,1.70132,1.28918,1.41931,1.37809,0.000104533,0.000104533,0.000104533
495,278228,1.58119,1.26905,1.50644,1.37126,0.68159,0.54302,0.60418,0.32816,0.65968,0.52292,0.57948,0.29095,1.70071,1.28879,1.41882,1.37795,0.000102716,0.000102716,0.000102716
496,278823,1.59501,1.27815,1.50317,1.37527,0.68424,0.542,0.60422,0.32836,0.6634,0.52044,0.57962,0.29156,1.70038,1.28768,1.41783,1.37766,0.0001009,0.0001009,0.0001009
497,279424,1.5861,1.26488,1.50079,1.37205,0.68714,0.54171,0.60442,0.32903,0.66309,0.52263,0.58037,0.29172,1.69981,1.28739,1.41666,1.37732,9.90836e-05,9.90836e-05,9.90836e-05
498,280021,1.59484,1.26159,1.50817,1.37387,0.68527,0.54237,0.60462,0.32917,0.66315,0.52202,0.58045,0.29168,1.69965,1.28691,1.41644,1.37739,9.72673e-05,9.72673e-05,9.72673e-05
499,280616,1.58643,1.25924,1.50009,1.37252,0.68228,0.54316,0.6045,0.32957,0.66213,0.52171,0.57976,0.29211,1.7001,1.28721,1.41643,1.37778,9.54509e-05,9.54509e-05,9.54509e-05
500,281216,1.58608,1.26198,1.49557,1.37284,0.6813,0.54382,0.60436,0.32918,0.66105,0.52152,0.58013,0.29199,1.6993,1.28647,1.41551,1.37744,9.36345e-05,9.36345e-05,9.36345e-05
501,281811,1.58813,1.26802,1.49249,1.37087,0.68467,0.54316,0.6049,0.32954,0.66296,0.52239,0.58061,0.29273,1.69916,1.28649,1.41567,1.37722,9.18182e-05,9.18182e-05,9.18182e-05
502,282406,1.58881,1.27549,1.49168,1.37187,0.68497,0.54389,0.60485,0.32956,0.66208,0.52186,0.58044,0.29219,1.69989,1.28631,1.41631,1.37715,9.00018e-05,9.00018e-05,9.00018e-05
503,283009,1.58354,1.25733,1.49185,1.37125,0.68522,0.54324,0.60486,0.32973,0.66238,0.52138,0.58079,0.29254,1.69971,1.28662,1.41566,1.37724,8.81855e-05,8.81855e-05,8.81855e-05
